city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population
Ocean Pointe,Ocean Pointe,HI,Hawaii,15003,Honolulu,21.3145,-158.0289,14989
Fort Carson,Fort Carson,CO,Colorado,8041,El Paso,38.7403,-104.784,14951
Beech Grove,Beech Grove,IN,Indiana,18097,Marion,39.7157,-86.0871,14937
Hewitt,Hewitt,TX,Texas,48309,McLennan,31.452,-97.196,14937
Newport,Newport,KY,Kentucky,21037,Campbell,39.0855,-84.4868,14932
Tehachapi,Tehachapi,CA,California,6029,Kern,35.1274,-118.4749,14928
Astoria,Astoria,OR,Oregon,41007,Clatsop,46.1856,-123.8053,14916
Alamo,Alamo,CA,California,6013,Contra Costa,37.8546,-122.013,14905
Taft,Taft,CA,California,6029,Kern,35.1267,-119.4242,14898
Ferndale,Ferndale,WA,Washington,53073,Whatcom,48.8525,-122.5893,14897
Livingston,Livingston,CA,California,6047,Merced,37.3875,-120.7248,14896
Whitewater,Whitewater,WI,Wisconsin,55127,Walworth,42.8372,-88.7341,14895
Clarksdale,Clarksdale,MS,Mississippi,28027,Coahoma,34.1971,-90.5729,14894
West Lealman,West Lealman,FL,Florida,12103,Pinellas,27.8191,-82.7385,14891
Franklin Park,Franklin Park,PA,Pennsylvania,42003,Allegheny,40.5903,-80.0999,14885
Ramsey,Ramsey,NJ,New Jersey,34003,Bergen,41.0595,-74.1454,14884
New Freedom,New Freedom,PA,Pennsylvania,42133,York,39.7353,-76.6967,14882
Alpine,Alpine,CA,California,6073,San Diego,32.8439,-116.7585,14878
Great Falls,Great Falls,VA,Virginia,51059,Fairfax,39.011,-77.3013,14872
Yankton,Yankton,SD,South Dakota,46135,Yankton,42.8901,-97.3926,14872
London,London,OH,Ohio,39097,Madison,39.8936,-83.4376,14870
New Cassel,New Cassel,NY,New York,36059,Nassau,40.76,-73.5649,14867
Salem Lakes,Salem Lakes,WI,Wisconsin,55059,Kenosha,42.5366,-88.1307,14852
Brooklyn Park,Brooklyn Park,MD,Maryland,24003,Anne Arundel,39.217,-76.6174,14850
Hampton Bays,Hampton Bays,NY,New York,36103,Suffolk,40.8692,-72.5227,14848
Jackson,Jackson,MO,Missouri,29031,Cape Girardeau,37.3792,-89.6521,14836
Yazoo City,Yazoo City,MS,Mississippi,28163,Yazoo,32.8618,-90.4067,14817
Mount Washington,Mount Washington,KY,Kentucky,21029,Bullitt,38.043,-85.5549,14817
Jacksonville,Jacksonville,TX,Texas,48073,Cherokee,31.9642,-95.2617,14815
California,California,MD,Maryland,24037,St. Mary's,38.2969,-76.4949,14815
Grimes,Grimes,IA,Iowa,19153,Polk,41.6776,-93.7946,14804
Bellair-Meadowbrook Terrace,Bellair-Meadowbrook Terrace,FL,Florida,12019,Clay,30.1796,-81.7375,14800
Lamont,Lamont,CA,California,6029,Kern,35.2651,-118.9159,14799
Lebanon,Lebanon,MO,Missouri,29105,Laclede,37.6717,-92.6603,14798
Hot Springs Village,Hot Springs Village,AR,Arkansas,5125,Saline,34.6568,-92.9644,14779
St. Simons,St. Simons,GA,Georgia,13127,Glynn,31.1774,-81.3857,14778
Campbellsville,Campbellsville,KY,Kentucky,21217,Taylor,37.3446,-85.3511,14772
Bedford,Bedford,IN,Indiana,18093,Lawrence,38.8602,-86.4895,14752
Nocatee,Nocatee,FL,Florida,12109,St. Johns,30.0918,-81.4097,14747
Tonawanda,Tonawanda,NY,New York,36029,Erie,43.0105,-78.8805,14745
Cambridge,Cambridge,OH,Ohio,39059,Guernsey,40.0221,-81.5868,14736
Lemon Hill,Lemon Hill,CA,California,6067,Sacramento,38.5172,-121.4573,14733
Kemp Mill,Kemp Mill,MD,Maryland,24031,Montgomery,39.0412,-77.0215,14733
Calera,Calera,AL,Alabama,1117,Shelby,33.1249,-86.745,14717
Youngsville,Youngsville,LA,Louisiana,22055,Lafayette,30.0964,-91.9963,14704
Royse City,Royse City,TX,Texas,48397,Rockwall,32.9762,-96.3175,14702
Azalea Park,Azalea Park,FL,Florida,12095,Orange,28.5473,-81.2956,14700
Hartsville,Hartsville,SC,South Carolina,45031,Darlington,34.3676,-80.0833,14693
Worthington,Worthington,OH,Ohio,39049,Franklin,40.0949,-83.021,14692
Las Vegas,Las Vegas,NM,New Mexico,35047,San Miguel,35.6011,-105.2206,14662
Pierre,Pierre,SD,South Dakota,46065,Hughes,44.3748,-100.3205,14659
Southern Pines,Southern Pines,NC,North Carolina,37125,Moore,35.1927,-79.404,14657
Hershey,Hershey,PA,Pennsylvania,42043,Dauphin,40.2806,-76.6458,14654
Berea,Berea,SC,South Carolina,45045,Greenville,34.8802,-82.4653,14652
Saraland,Saraland,AL,Alabama,1097,Mobile,30.8478,-88.1004,14649
El Dorado,El Dorado,KS,Kansas,20015,Butler,37.8209,-96.8614,14648
Manor,Manor,TX,Texas,48453,Travis,30.3562,-97.5228,14642
Williamstown,Williamstown,NJ,New Jersey,34015,Gloucester,39.6874,-74.9786,14641
Paradise Valley,Paradise Valley,AZ,Arizona,4013,Maricopa,33.5434,-111.9595,14637
Pewaukee,Pewaukee,WI,Wisconsin,55133,Waukesha,43.0701,-88.2411,14631
Falls Church,Falls Church,VA,Virginia,51610,Falls Church,38.8847,-77.1751,14617
Gonzalez,Gonzalez,FL,Florida,12033,Escambia,30.5822,-87.2906,14598
Port Orchard,Port Orchard,WA,Washington,53035,Kitsap,47.5163,-122.661,14597
Forest City,Forest City,FL,Florida,12117,Seminole,28.6619,-81.4443,14592
Muscle Shoals,Muscle Shoals,AL,Alabama,1033,Colbert,34.7436,-87.6344,14575
Jennings,Jennings,MO,Missouri,29189,St. Louis,38.723,-90.2644,14575
Henderson,Henderson,TX,Texas,48401,Rusk,32.1576,-94.796,14569
Connersville,Connersville,IN,Indiana,18041,Fayette,39.6581,-85.141,14566
Royal Kunia,Royal Kunia,HI,Hawaii,15003,Honolulu,21.4053,-158.0318,14565
Metuchen,Metuchen,NJ,New Jersey,34023,Middlesex,40.5424,-74.3628,14543
Grain Valley,Grain Valley,MO,Missouri,29095,Jackson,39.0168,-94.2085,14526
Mount Dora,Mount Dora,FL,Florida,12069,Lake,28.8143,-81.6344,14516
Glasgow,Glasgow,KY,Kentucky,21009,Barren,37.0047,-85.9263,14485
Fraser,Fraser,MI,Michigan,26099,Macomb,42.5388,-82.9496,14480
Ewa Beach,Ewa Beach,HI,Hawaii,15003,Honolulu,21.3181,-158.0073,14479
Sun Lakes,Sun Lakes,AZ,Arizona,4013,Maricopa,33.2172,-111.8695,14473
Corinth,Corinth,MS,Mississippi,28003,Alcorn,34.9474,-88.5143,14472
Hartselle,Hartselle,AL,Alabama,1103,Morgan,34.4391,-86.94,14466
Thonotosassa,Thonotosassa,FL,Florida,12057,Hillsborough,28.0465,-82.291,14460
Fostoria,Fostoria,OH,Ohio,39147,Seneca,41.1601,-83.412,14458
Tenafly,Tenafly,NJ,New Jersey,34003,Bergen,40.9175,-73.9531,14453
Halawa,Halawa,HI,Hawaii,15003,Honolulu,21.3753,-157.9185,14453
Chaparral,Chaparral,NM,New Mexico,35013,Doña Ana,32.0442,-106.4061,14437
Scottsboro,Scottsboro,AL,Alabama,1071,Jackson,34.6438,-86.0491,14436
Lockhart,Lockhart,FL,Florida,12095,Orange,28.6271,-81.4354,14430
Thibodaux,Thibodaux,LA,Louisiana,22057,Lafourche,29.7941,-90.8163,14425
Washington,Washington,MO,Missouri,29071,Franklin,38.5514,-91.0151,14417
Bradley Gardens,Bradley Gardens,NJ,New Jersey,34035,Somerset,40.5711,-74.6678,14400
Greenlawn,Greenlawn,NY,New York,36103,Suffolk,40.863,-73.3642,14392
Robbinsdale,Robbinsdale,MN,Minnesota,27053,Hennepin,45.0261,-93.3332,14389
Clewiston,Clewiston,FL,Florida,12051,Hendry,26.7529,-80.9399,14383
North Fair Oaks,North Fair Oaks,CA,California,6081,San Mateo,37.4754,-122.2035,14372
Warren,Warren,PA,Pennsylvania,42123,Warren,41.8433,-79.1445,14370
Chippewa Falls,Chippewa Falls,WI,Wisconsin,55017,Chippewa,44.9358,-91.3902,14366
Ocean View,Ocean View,DE,Delaware,10005,Sussex,38.5355,-75.0984,14360
Glasgow,Glasgow,DE,Delaware,10003,New Castle,39.6015,-75.7474,14359
Bridgetown,Bridgetown,OH,Ohio,39061,Hamilton,39.1551,-84.6359,14352
Warrington,Warrington,FL,Florida,12033,Escambia,30.3821,-87.2944,14351
Cayey,Cayey,PR,Puerto Rico,72035,Cayey,18.115,-66.163,14347
Midlothian,Midlothian,IL,Illinois,17031,Cook,41.6254,-87.7243,14346
Summerfield,Summerfield,MD,Maryland,24033,Prince George's,38.9042,-76.8678,14343
Hollins,Hollins,VA,Virginia,51161,Roanoke,37.3434,-79.9535,14329
Mountain Home,Mountain Home,AR,Arkansas,5005,Baxter,36.3348,-92.3846,14317
Alexander City,Alexander City,AL,Alabama,1123,Tallapoosa,32.9242,-85.9361,14317
Camden,Camden,SC,South Carolina,45055,Kershaw,34.2565,-80.6087,14303
Toppenish,Toppenish,WA,Washington,53077,Yakima,46.3806,-120.3123,14284
Ozark,Ozark,AL,Alabama,1045,Dale,31.4508,-85.6473,14284
Douglas,Douglas,GA,Georgia,13069,Coffee,31.5065,-82.8543,14283
North Auburn,North Auburn,CA,California,6061,Placer,38.9306,-121.0821,14269
Mill Valley,Mill Valley,CA,California,6041,Marin,37.9085,-122.5421,14259
Tamaqua,Tamaqua,PA,Pennsylvania,42107,Schuylkill,40.8033,-75.9344,14252
Destin,Destin,FL,Florida,12091,Okaloosa,30.395,-86.4701,14247
Salida,Salida,CA,California,6099,Stanislaus,37.7145,-121.087,14229
Lewisville,Lewisville,NC,North Carolina,37067,Forsyth,36.103,-80.4164,14228
Kings Park West,Kings Park West,VA,Virginia,51059,Fairfax,38.8151,-77.296,14227
Stone Ridge,Stone Ridge,VA,Virginia,51107,Loudoun,38.9295,-77.5553,14220
East Wenatchee,East Wenatchee,WA,Washington,53017,Douglas,47.4174,-120.2822,14219
Lindenhurst,Lindenhurst,IL,Illinois,17097,Lake,42.4175,-88.0257,14216
Phillipsburg,Phillipsburg,NJ,New Jersey,34041,Warren,40.6895,-75.1821,14212
Covington,Covington,GA,Georgia,13217,Newton,33.6049,-83.8465,14206
Jefferson Valley-Yorktown,Jefferson Valley-Yorktown,NY,New York,36119,Westchester,41.3179,-73.8007,14205
Rincon,Rincon,GA,Georgia,13103,Effingham,32.2947,-81.2353,14201
California City,California City,CA,California,6029,Kern,35.1578,-117.8721,14198
Taos,Taos,NM,New Mexico,35055,Taos,36.3871,-105.5804,14196
Fairview,Fairview,NJ,New Jersey,34003,Bergen,40.8182,-74.0022,14189
Hopatcong,Hopatcong,NJ,New Jersey,34037,Sussex,40.9541,-74.6593,14186
Hidalgo,Hidalgo,TX,Texas,48215,Hidalgo,26.109,-98.2463,14183
Cambridge,Cambridge,MD,Maryland,24019,Dorchester,38.5515,-76.0786,14178
Gardendale,Gardendale,AL,Alabama,1073,Jefferson,33.6678,-86.8069,14177
Antioch,Antioch,IL,Illinois,17097,Lake,42.4742,-88.0721,14175
Johnson City,Johnson City,NY,New York,36007,Broome,42.123,-75.9624,14161
Hawaiian Gardens,Hawaiian Gardens,CA,California,6037,Los Angeles,33.8303,-118.0728,14159
Hendersonville,Hendersonville,NC,North Carolina,37089,Henderson,35.3242,-82.4576,14157
Norridge,Norridge,IL,Illinois,17031,Cook,41.9637,-87.8231,14152
Seabrook,Seabrook,TX,Texas,48201,Harris,29.5751,-95.0236,14149
Crowley,Crowley,LA,Louisiana,22001,Acadia,30.2175,-92.3752,14147
Sauk Rapids,Sauk Rapids,MN,Minnesota,27009,Benton,45.5981,-94.1539,14146
Greendale,Greendale,WI,Wisconsin,55079,Milwaukee,42.9371,-88.0018,14143
Lockhart,Lockhart,TX,Texas,48055,Caldwell,29.8785,-97.6831,14133
New Franklin,New Franklin,OH,Ohio,39153,Summit,40.9525,-81.5838,14133
Chelsea,Chelsea,AL,Alabama,1117,Shelby,33.3255,-86.6299,14126
Ionia,Ionia,MI,Michigan,26067,Ionia,42.9772,-85.0727,14122
Pineville,Pineville,LA,Louisiana,22079,Rapides,31.3414,-92.4096,14122
Iona,Iona,FL,Florida,12071,Lee,26.516,-81.9601,14118
Cleveland,Cleveland,MS,Mississippi,28011,Bolivar,33.744,-90.7285,14114
Greensburg,Greensburg,PA,Pennsylvania,42129,Westmoreland,40.3113,-79.5444,14113
Middleburg,Middleburg,FL,Florida,12019,Clay,30.0502,-81.9011,14111
Willowick,Willowick,OH,Ohio,39085,Lake,41.6343,-81.468,14105
Harrison,Harrison,AR,Arkansas,5009,Boone,36.2438,-93.1198,14097
Chesterton,Chesterton,IN,Indiana,18127,Porter,41.5997,-87.0548,14088
Steamboat Springs,Steamboat Springs,CO,Colorado,8107,Routt,40.4777,-106.8243,14087
Black Forest,Black Forest,CO,Colorado,8041,El Paso,39.0608,-104.6752,14081
Fort Payne,Fort Payne,AL,Alabama,1049,DeKalb,34.4557,-85.6965,14074
Cherry Hill Mall,Cherry Hill Mall,NJ,New Jersey,34007,Camden,39.9384,-75.0117,14068
Fruitville,Fruitville,FL,Florida,12115,Sarasota,27.3328,-82.4616,14068
Lakewood Park,Lakewood Park,FL,Florida,12111,St. Lucie,27.539,-80.3865,14064
Callaway,Callaway,FL,Florida,12005,Bay,30.1348,-85.5568,14060
Oatfield,Oatfield,OR,Oregon,41005,Clackamas,45.4127,-122.5942,14060
Waunakee,Waunakee,WI,Wisconsin,55025,Dane,43.1829,-89.4445,14052
Wixom,Wixom,MI,Michigan,26125,Oakland,42.5244,-83.5346,14049
Luling,Luling,LA,Louisiana,22089,St. Charles,29.9008,-90.3523,14049
Canton,Canton,MS,Mississippi,28089,Madison,32.5975,-90.0317,14048
Pell City,Pell City,AL,Alabama,1115,St. Clair,33.5609,-86.2669,14045
Waimalu,Waimalu,HI,Hawaii,15003,Honolulu,21.3913,-157.9345,14043
Pecos,Pecos,TX,Texas,48389,Reeves,31.4046,-103.5057,14040
Bay St. Louis,Bay St. Louis,MS,Mississippi,28045,Hancock,30.3281,-89.3774,14034
Belle Chasse,Belle Chasse,LA,Louisiana,22075,Plaquemines,29.8472,-90.0069,14024
Havre de Grace,Havre de Grace,MD,Maryland,24025,Harford,39.5481,-76.1145,14018
Monroe,Monroe,OH,Ohio,39017,Butler,39.4461,-84.3666,14015
D'Iberville,D'Iberville,MS,Mississippi,28047,Harrison,30.4709,-88.9011,14012
Cayce,Cayce,SC,South Carolina,45063,Lexington,33.9458,-81.0433,14009
Effingham,Effingham,IL,Illinois,17049,Effingham,39.1207,-88.5508,14005
Santaquin,Santaquin,UT,Utah,49049,Utah,39.9711,-111.7937,14004
Hobe Sound,Hobe Sound,FL,Florida,12085,Martin,27.0729,-80.1425,14003
Wauchula,Wauchula,FL,Florida,12049,Hardee,27.5469,-81.8101,13992
Colesville,Colesville,MD,Maryland,24031,Montgomery,39.073,-77.0009,13992
Dayton,Dayton,TX,Texas,48291,Liberty,30.0292,-94.9038,13987
Reidsville,Reidsville,NC,North Carolina,37157,Rockingham,36.3377,-79.6727,13987
Hutchinson,Hutchinson,MN,Minnesota,27085,McLeod,44.8856,-94.3768,13983
Dallas,Dallas,GA,Georgia,13223,Paulding,33.9153,-84.8416,13981
Franklin Park,Franklin Park,NJ,New Jersey,34035,Somerset,40.4439,-74.5432,13977
Beacon,Beacon,NY,New York,36027,Dutchess,41.5036,-73.9655,13968
Dumas,Dumas,TX,Texas,48341,Moore,35.8613,-101.9642,13963
Raymondville,Raymondville,TX,Texas,48489,Willacy,26.4759,-97.7769,13963
Frederick,Frederick,CO,Colorado,8123,Weld,40.1089,-104.9694,13960
Olympia Heights,Olympia Heights,FL,Florida,12086,Miami-Dade,25.7241,-80.339,13958
Artesia,Artesia,NM,New Mexico,35015,Eddy,32.8492,-104.4274,13956
North Mankato,North Mankato,MN,Minnesota,27103,Nicollet,44.1813,-94.0387,13948
Glenpool,Glenpool,OK,Oklahoma,40143,Tulsa,35.9485,-96.0052,13936
Oil City,Oil City,PA,Pennsylvania,42121,Venango,41.4282,-79.7035,13935
Hammonton,Hammonton,NJ,New Jersey,34001,Atlantic,39.6572,-74.7678,13934
New Kingman-Butler,New Kingman-Butler,AZ,Arizona,4015,Mohave,35.2645,-114.0091,13933
Chicago Ridge,Chicago Ridge,IL,Illinois,17031,Cook,41.7034,-87.7795,13928
Deming,Deming,NM,New Mexico,35029,Luna,32.2631,-107.7525,13924
Big Rapids,Big Rapids,MI,Michigan,26107,Mecosta,43.6992,-85.4806,13921
Miami Springs,Miami Springs,FL,Florida,12086,Miami-Dade,25.8195,-80.2894,13917
Fulshear,Fulshear,TX,Texas,48157,Fort Bend,29.693,-95.8792,13914
South Venice,South Venice,FL,Florida,12115,Sarasota,27.0434,-82.4152,13907
Allouez,Allouez,WI,Wisconsin,55009,Brown,44.4721,-88.0261,13894
Princeton,Princeton,TX,Texas,48085,Collin,33.1778,-96.5044,13894
Baraboo,Baraboo,WI,Wisconsin,55111,Sauk,43.4695,-89.7376,13893
Jericho,Jericho,NY,New York,36059,Nassau,40.7875,-73.5416,13889
Collingswood,Collingswood,NJ,New Jersey,34007,Camden,39.916,-75.0759,13884
El Sobrante,El Sobrante,CA,California,6065,Riverside,33.8724,-117.4625,13881
Cahokia,Cahokia,IL,Illinois,17163,St. Clair,38.5649,-90.1792,13880
Springdale,Springdale,NJ,New Jersey,34007,Camden,39.8769,-74.9723,13878
Oak Island,Oak Island,NC,North Carolina,37019,Brunswick,33.9434,-78.1366,13878
Gramercy,Gramercy,LA,Louisiana,22093,St. James,30.061,-90.6928,13873
Atlantic Beach,Atlantic Beach,FL,Florida,12031,Duval,30.3371,-81.4128,13872
Teays Valley,Teays Valley,WV,West Virginia,54079,Putnam,38.4482,-81.924,13866
Ephrata,Ephrata,PA,Pennsylvania,42071,Lancaster,40.1812,-76.1811,13862
Oak Park,Oak Park,CA,California,6111,Ventura,34.1849,-118.7669,13853
Richmond Hill,Richmond Hill,GA,Georgia,13029,Bryan,31.9013,-81.3125,13839
Brandermill,Brandermill,VA,Virginia,51041,Chesterfield,37.434,-77.6522,13836
Forrest City,Forrest City,AR,Arkansas,5123,St. Francis,35.0135,-90.7931,13820
Sun Village,Sun Village,CA,California,6037,Los Angeles,34.5596,-117.9559,13819
Moorestown-Lenola,Moorestown-Lenola,NJ,New Jersey,34005,Burlington,39.9659,-74.9643,13806
Fergus Falls,Fergus Falls,MN,Minnesota,27111,Otter Tail,46.2853,-96.076,13794
Whitefish Bay,Whitefish Bay,WI,Wisconsin,55079,Milwaukee,43.1132,-87.9004,13783
Bexley,Bexley,OH,Ohio,39049,Franklin,39.965,-82.9343,13770
Conneaut,Conneaut,OH,Ohio,39007,Ashtabula,41.9278,-80.5685,13767
Thomaston,Thomaston,GA,Georgia,13293,Upson,32.8908,-84.3271,13759
Levelland,Levelland,TX,Texas,48219,Hockley,33.5806,-102.3636,13755
Palmetto,Palmetto,FL,Florida,12081,Manatee,27.5251,-82.575,13748
Harper Woods,Harper Woods,MI,Michigan,26163,Wayne,42.439,-82.9292,13746
Piney Green,Piney Green,NC,North Carolina,37133,Onslow,34.7498,-77.3208,13741
Fort Campbell North,Fort Campbell North,KY,Kentucky,21047,Christian,36.6554,-87.4658,13735
Princeton Meadows,Princeton Meadows,NJ,New Jersey,34023,Middlesex,40.3332,-74.5628,13717
Highland Park,Highland Park,NJ,New Jersey,34023,Middlesex,40.5006,-74.4283,13711
Hickory Hills,Hickory Hills,IL,Illinois,17031,Cook,41.7248,-87.8281,13710
Forest Park,Forest Park,IL,Illinois,17031,Cook,41.8683,-87.8157,13704
Beach Park,Beach Park,IL,Illinois,17097,Lake,42.4261,-87.8584,13701
East Milton,East Milton,FL,Florida,12113,Santa Rosa,30.6175,-86.9636,13697
Sharonville,Sharonville,OH,Ohio,39061,Hamilton,39.2825,-84.4071,13684
West Freehold,West Freehold,NJ,New Jersey,34025,Monmouth,40.2324,-74.2943,13680
Middlesex,Middlesex,NJ,New Jersey,34023,Middlesex,40.5744,-74.5011,13679
Spring Creek,Spring Creek,NV,Nevada,32007,Elko,40.7386,-115.5971,13671
St. James,St. James,NY,New York,36103,Suffolk,40.8761,-73.1521,13671
Maumee,Maumee,OH,Ohio,39095,Lucas,41.5696,-83.6636,13669
Lawrenceburg,Lawrenceburg,KY,Kentucky,21005,Anderson,38.0332,-84.9032,13666
Brevard,Brevard,NC,North Carolina,37175,Transylvania,35.2439,-82.7264,13666
Soddy-Daisy,Soddy-Daisy,TN,Tennessee,47065,Hamilton,35.2571,-85.1739,13619
Moberly,Moberly,MO,Missouri,29175,Randolph,39.419,-92.4365,13615
Port Clinton,Port Clinton,OH,Ohio,39123,Ottawa,41.5096,-82.9385,13614
Canton,Canton,IL,Illinois,17057,Fulton,40.5632,-90.0409,13611
Waianae,Waianae,HI,Hawaii,15003,Honolulu,21.4569,-158.1759,13609
Vadnais Heights,Vadnais Heights,MN,Minnesota,27123,Ramsey,45.057,-93.0748,13607
Wood Dale,Wood Dale,IL,Illinois,17043,DuPage,41.9666,-87.9807,13607
Brecksville,Brecksville,OH,Ohio,39035,Cuyahoga,41.3079,-81.6193,13604
New Providence,New Providence,NJ,New Jersey,34039,Union,40.6996,-74.4034,13595
Roselle Park,Roselle Park,NJ,New Jersey,34039,Union,40.6653,-74.2666,13588
Shiloh,Shiloh,IL,Illinois,17163,St. Clair,38.5534,-89.916,13586
Rantoul,Rantoul,IL,Illinois,17019,Champaign,40.3031,-88.1549,13584
Colonial Park,Colonial Park,PA,Pennsylvania,42043,Dauphin,40.2997,-76.8068,13583
Broadlands,Broadlands,VA,Virginia,51107,Loudoun,39.0168,-77.5167,13576
Washington,Washington,IN,Indiana,18027,Daviess,38.6587,-87.1591,13565
Hazel Crest,Hazel Crest,IL,Illinois,17031,Cook,41.5732,-87.6899,13565
Price,Price,UT,Utah,49007,Carbon,39.604,-110.8004,13564
LaBelle,LaBelle,FL,Florida,12051,Hendry,26.7219,-81.4506,13563
Alpena,Alpena,MI,Michigan,26007,Alpena,45.074,-83.4399,13541
Conway,Conway,FL,Florida,12095,Orange,28.4968,-81.3316,13528
Kettering,Kettering,MD,Maryland,24033,Prince George's,38.8888,-76.789,13527
Rocky Point,Rocky Point,NY,New York,36103,Suffolk,40.9357,-72.9364,13521
Elizabethton,Elizabethton,TN,Tennessee,47019,Carter,36.3367,-82.2369,13509
Wauconda,Wauconda,IL,Illinois,17097,Lake,42.2748,-88.1359,13504
Lake Forest Park,Lake Forest Park,WA,Washington,53033,King,47.7574,-122.2865,13504
Avenal,Avenal,CA,California,6031,Kings,36.0311,-120.1162,13496
Rogers,Rogers,MN,Minnesota,27053,Hennepin,45.1865,-93.5783,13490
Marshall,Marshall,MN,Minnesota,27083,Lyon,44.4488,-95.7897,13487
Jensen Beach,Jensen Beach,FL,Florida,12085,Martin,27.2438,-80.2423,13479
Fruita,Fruita,CO,Colorado,8077,Mesa,39.1549,-108.7307,13478
Homosassa Springs,Homosassa Springs,FL,Florida,12017,Citrus,28.8118,-82.5392,13478
Middlesborough,Middlesborough,KY,Kentucky,21013,Bell,36.6127,-83.7227,13475
Red Oak,Red Oak,TX,Texas,48139,Ellis,32.5207,-96.7864,13464
Olivehurst,Olivehurst,CA,California,6115,Yuba,39.0817,-121.5549,13464
Big Bear City,Big Bear City,CA,California,6071,San Bernardino,34.2536,-116.7903,13463
Grover Beach,Grover Beach,CA,California,6079,San Luis Obispo,35.1204,-120.6199,13459
Marion,Marion,NC,North Carolina,37111,McDowell,35.6774,-82.0013,13454
Fortuna,Fortuna,CA,California,6023,Humboldt,40.5862,-124.1419,13449
Santa Fe,Santa Fe,TX,Texas,48167,Galveston,29.3892,-95.1005,13449
North Valley,North Valley,NM,New Mexico,35001,Bernalillo,35.1736,-106.6231,13449
Lindale,Lindale,TX,Texas,48423,Smith,32.4934,-95.4069,13442
Englewood,Englewood,OH,Ohio,39113,Montgomery,39.8644,-84.3071,13435
Lakeland South,Lakeland South,WA,Washington,53033,King,47.2784,-122.283,13434
Washington,Washington,PA,Pennsylvania,42125,Washington,40.174,-80.2466,13433
Jasper,Jasper,AL,Alabama,1127,Walker,33.8503,-87.2708,13431
Short Hills,Short Hills,NJ,New Jersey,34013,Essex,40.7389,-74.3278,13428
Huron,Huron,SD,South Dakota,46005,Beadle,44.3622,-98.2102,13427
Sault Ste. Marie,Sault Ste. Marie,MI,Michigan,26033,Chippewa,46.4817,-84.3723,13420
Andover,Andover,KS,Kansas,20015,Butler,37.6869,-97.1354,13405
Brookside,Brookside,DE,Delaware,10003,New Castle,39.6666,-75.7153,13396
South Park Township,South Park Township,PA,Pennsylvania,42003,Allegheny,40.2989,-79.9944,13395
Mountain Park,Mountain Park,GA,Georgia,13135,Gwinnett,33.8458,-84.1313,13392
Carpinteria,Carpinteria,CA,California,6083,Santa Barbara,34.3962,-119.5118,13385
Glenn Heights,Glenn Heights,TX,Texas,48113,Dallas,32.5506,-96.8548,13377
Powell,Powell,OH,Ohio,39041,Delaware,40.1684,-83.0826,13375
Lyndhurst,Lyndhurst,OH,Ohio,39035,Cuyahoga,41.5172,-81.4922,13366
Artondale,Artondale,WA,Washington,53053,Pierce,47.3024,-122.6391,13364
Edgewater,Edgewater,NJ,New Jersey,34003,Bergen,40.8237,-73.974,13364
Glenn Dale,Glenn Dale,MD,Maryland,24033,Prince George's,38.9833,-76.804,13361
Western Springs,Western Springs,IL,Illinois,17031,Cook,41.8022,-87.9006,13359
Okmulgee,Okmulgee,OK,Oklahoma,40111,Okmulgee,35.6136,-96.0069,13357
DeRidder,DeRidder,LA,Louisiana,22011,Beauregard,30.8467,-93.2931,13354
Azle,Azle,TX,Texas,48439,Tarrant,32.8955,-97.5379,13351
Vidalia,Vidalia,GA,Georgia,13279,Toombs,32.2125,-82.4019,13350
Swansea,Swansea,IL,Illinois,17163,St. Clair,38.5507,-89.9859,13350
Moss Point,Moss Point,MS,Mississippi,28059,Jackson,30.424,-88.5289,13350
Fort Morgan,Fort Morgan,CO,Colorado,8087,Morgan,40.2538,-103.7909,13349
Dardenne Prairie,Dardenne Prairie,MO,Missouri,29183,St. Charles,38.7566,-90.732,13348
River Ridge,River Ridge,LA,Louisiana,22051,Jefferson,29.9593,-90.2202,13337
Huntington,Huntington,VA,Virginia,51059,Fairfax,38.7916,-77.074,13334
Newark,Newark,NY,New York,36117,Wayne,43.0418,-77.093,13333
Mounds View,Mounds View,MN,Minnesota,27123,Ramsey,45.1071,-93.2076,13324
Jefferson,Jefferson,GA,Georgia,13157,Jackson,34.1373,-83.6021,13322
Rochester,Rochester,MI,Michigan,26125,Oakland,42.6866,-83.1198,13296
Solana Beach,Solana Beach,CA,California,6073,San Diego,32.9942,-117.2575,13296
Nesconset,Nesconset,NY,New York,36103,Suffolk,40.8467,-73.1522,13293
Richton Park,Richton Park,IL,Illinois,17031,Cook,41.4816,-87.7387,13292
Palos Verdes Estates,Palos Verdes Estates,CA,California,6037,Los Angeles,33.7871,-118.3976,13273
Woodinville,Woodinville,WA,Washington,53033,King,47.7569,-122.1478,13263
Manorville,Manorville,NY,New York,36103,Suffolk,40.8575,-72.7915,13257
Bellefontaine,Bellefontaine,OH,Ohio,39091,Logan,40.3627,-83.763,13249
Timberlake,Timberlake,VA,Virginia,51031,Campbell,37.3167,-79.2482,13247
Channahon,Channahon,IL,Illinois,17197,Will,41.4213,-88.2593,13239
Port Royal,Port Royal,SC,South Carolina,45013,Beaufort,32.3557,-80.7029,13235
Verona,Verona,WI,Wisconsin,55025,Dane,42.9893,-89.5383,13233
Bensville,Bensville,MD,Maryland,24017,Charles,38.6176,-77.0077,13227
Clayton,Clayton,OH,Ohio,39113,Montgomery,39.8689,-84.3292,13222
